=== SIGNAL-ONLY TRACE: ACCUMULATION ===

============================================================================================================================================
 ACCOUNT: Islam
============================================================================================================================================
Gap #001 | CurLen: 146 | Prev1:  82 | Prev2:   0 | Bets: 53 | Result: LATE HIT
    T+80 | SEQ: 65296 | POS:182 | [V5_QUIET    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+81 | SEQ: 65297 | POS:183 | [V5_QUIET    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+82 | SEQ: 65298 | POS:184 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+83 | SEQ: 65299 | POS:185 | [R01_COMBO   ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+84 | SEQ: 65300 | POS:186 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+85 | SEQ: 65301 | POS:187 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+86 | SEQ: 65302 | POS:188 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+87 | SEQ: 65303 | POS:189 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+88 | SEQ: 65304 | POS:190 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+89 | SEQ: 65305 | POS:191 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+90 | SEQ: 65306 | POS:192 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+91 | SEQ: 65307 | POS:193 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+92 | SEQ: 65308 | POS:194 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+93 | SEQ: 65309 | POS:195 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+94 | SEQ: 65310 | POS:196 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+95 | SEQ: 65311 | POS:197 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+96 | SEQ: 65312 | POS:198 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+97 | SEQ: 65313 | POS:199 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+98 | SEQ: 65314 | POS:200 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+99 | SEQ: 65315 | POS:201 | [R06_SML_L   ] | [attack  |attack  |coin    ]
    T+100 | SEQ: 65316 | POS:202 | [R06_SML_L   ] | [coin    |coin    |spins   ]
    T+101 | SEQ: 65317 | POS:203 | [R06_SML_L   ] | [goldSack|goldSack|goldSack]
    T+102 | SEQ: 65318 | POS:204 | [R06_SML_L   ] | [coin    |steal   |shield  ]
    T+103 | SEQ: 65319 | POS:205 | [R06_SML_L   ] | [coin    |coin    |spins   ]
    T+104 | SEQ: 65320 | POS:206 | [R06_SML_L   ] | [attack  |steal   |goldSack]
    T+105 | SEQ: 65321 | POS:207 | [R06_SML_L   ] | [coin    |coin    |coin    ]
    T+106 | SEQ: 65322 | POS:208 | [R06_SML_L   ] | [accumula|goldSack|goldSack]
    T+107 | SEQ: 65323 | POS:209 | [R06_SML_L   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+108 | SEQ: 65324 | POS:210 | [R06_SML_L   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+109 | SEQ: 65325 | POS:211 | [R06_SML_L   ] | [attack  |spins   |goldSack]
    T+110 | SEQ: 65326 | POS:212 | [R06_SML_L   ] | [coin    |steal   |steal   ]
    T+111 | SEQ: 65327 | POS:213 | [R06_SML_L   ] | [attack  |spins   |goldSack]
    T+112 | SEQ: 65328 | POS:214 | [R06_SML_L   ] | [shield  |goldSack|goldSack]
    T+113 | SEQ: 65329 | POS:215 | [R06_SML_L   ] | [coin    |coin    |coin    ]
    T+114 | SEQ: 65330 | POS:216 | [R06_SML_L   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+115 | SEQ: 65331 | POS:217 | [R06_SML_L   ] | [goldSack|goldSack|goldSack]
    T+116 | SEQ: 65332 | POS:218 | [R06_SML_L   ] | [accumula|accumula|coin    ]
    T+117 | SEQ: 65333 | POS:219 | [R06_SML_L   ] | [accumula|goldSack|goldSack]
    T+118 | SEQ: 65334 | POS:220 | [R06_SML_L   ] | [attack  |attack  |coin    ]
    T+119 | SEQ: 65335 | POS:221 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #036 | CurLen: 182 | Prev1: 221 | Prev2: 121 | Bets: 72 | Result: LATE HIT
    T-26 | SEQ: 65392 | POS: 57 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-25 | SEQ: 65393 | POS: 58 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-24 | SEQ: 65394 | POS: 59 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-23 | SEQ: 65395 | POS: 60 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T-22 | SEQ: 65396 | POS: 61 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-21 | SEQ: 65397 | POS: 62 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T-20 | SEQ: 65398 | POS: 63 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-19 | SEQ: 65399 | POS: 64 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T-18 | SEQ: 65400 | POS: 65 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-17 | SEQ: 65401 | POS: 66 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-16 | SEQ: 65402 | POS: 67 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T-15 | SEQ: 65403 | POS: 68 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T-14 | SEQ: 65404 | POS: 69 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 65405 | POS: 70 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T-12 | SEQ: 65406 | POS: 71 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-11 | SEQ: 65407 | POS: 72 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-10 | SEQ: 65408 | POS: 73 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-09 | SEQ: 65409 | POS: 74 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-08 | SEQ: 65410 | POS: 75 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-07 | SEQ: 65411 | POS: 76 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-06 | SEQ: 65412 | POS: 77 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-05 | SEQ: 65413 | POS: 78 | [V5_EARLY_S  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 65414 | POS: 79 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 65415 | POS: 80 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 65416 | POS: 81 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 65417 | POS: 82 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 65418 | POS: 83 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65419 | POS: 84 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 65420 | POS: 85 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+03 | SEQ: 65421 | POS: 86 | [V5_EARLY_S  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+04 | SEQ: 65422 | POS: 87 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+05 | SEQ: 65423 | POS: 88 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 65424 | POS: 89 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+07 | SEQ: 65425 | POS: 90 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T+08 | SEQ: 65426 | POS: 91 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+09 | SEQ: 65427 | POS: 92 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+10 | SEQ: 65428 | POS: 93 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+11 | SEQ: 65429 | POS: 94 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+12 | SEQ: 65430 | POS: 95 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+13 | SEQ: 65431 | POS: 96 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+14 | SEQ: 65432 | POS: 97 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+15 | SEQ: 65433 | POS: 98 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+16 | SEQ: 65434 | POS: 99 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+17 | SEQ: 65435 | POS:100 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+18 | SEQ: 65436 | POS:101 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+19 | SEQ: 65437 | POS:102 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+20 | SEQ: 65438 | POS:103 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+21 | SEQ: 65439 | POS:104 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+22 | SEQ: 65440 | POS:105 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+23 | SEQ: 65441 | POS:106 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+24 | SEQ: 65442 | POS:107 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+25 | SEQ: 65443 | POS:108 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+26 | SEQ: 65444 | POS:109 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+27 | SEQ: 65445 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+28 | SEQ: 65446 | POS:111 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+29 | SEQ: 65447 | POS:112 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+30 | SEQ: 65448 | POS:113 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+31 | SEQ: 65449 | POS:114 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+32 | SEQ: 65450 | POS:115 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+33 | SEQ: 65451 | POS:116 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+34 | SEQ: 65452 | POS:117 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+35 | SEQ: 65453 | POS:118 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+36 | SEQ: 65454 | POS:119 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+37 | SEQ: 65455 | POS:120 | [R02_IDEAL_RA] | [accumula|accumula|coin    ]
    T+38 | SEQ: 65456 | POS:121 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+39 | SEQ: 65457 | POS:122 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+40 | SEQ: 65458 | POS:123 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+41 | SEQ: 65459 | POS:124 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+42 | SEQ: 65460 | POS:125 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+43 | SEQ: 65461 | POS:126 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+44 | SEQ: 65462 | POS:127 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+45 | SEQ: 65463 | POS:128 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+46 | SEQ: 65464 | POS:129 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+47 | SEQ: 65465 | POS:130 | [   WAITING  ] | [coin    |steal   |spins   ] <--- *SUB-DUP*
    T+48 | SEQ: 65466 | POS:131 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+49 | SEQ: 65467 | POS:132 | [R06_SML_L   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+50 | SEQ: 65468 | POS:133 | [R06_SML_L   ] | [coin    |shield  |shield  ]
    T+51 | SEQ: 65469 | POS:134 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+52 | SEQ: 65470 | POS:135 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+53 | SEQ: 65471 | POS:136 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+54 | SEQ: 65472 | POS:137 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+55 | SEQ: 65473 | POS:138 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+56 | SEQ: 65474 | POS:139 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+57 | SEQ: 65475 | POS:140 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+58 | SEQ: 65476 | POS:141 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+59 | SEQ: 65477 | POS:142 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+60 | SEQ: 65478 | POS:143 | [   WAITING  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+61 | SEQ: 65479 | POS:144 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+62 | SEQ: 65480 | POS:145 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+63 | SEQ: 65481 | POS:146 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+64 | SEQ: 65482 | POS:147 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+65 | SEQ: 65483 | POS:148 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+66 | SEQ: 65484 | POS:149 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+67 | SEQ: 65485 | POS:150 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+68 | SEQ: 65486 | POS:151 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+69 | SEQ: 65487 | POS:152 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+70 | SEQ: 65488 | POS:153 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+71 | SEQ: 65489 | POS:154 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+72 | SEQ: 65490 | POS:155 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+73 | SEQ: 65491 | POS:156 | [R02_IDEAL_RA] | [accumula|accumula|coin    ]
    T+74 | SEQ: 65492 | POS:157 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+75 | SEQ: 65493 | POS:158 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+76 | SEQ: 65494 | POS:159 | [R06_SML_L   ] | [steal   |spins   |goldSack]
    T+77 | SEQ: 65495 | POS:160 | [R06_SML_L   ] | [steal   |spins   |goldSack] <--- *SUB-DUP*
    T+78 | SEQ: 65496 | POS:161 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+79 | SEQ: 65497 | POS:162 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+80 | SEQ: 65498 | POS:163 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+81 | SEQ: 65499 | POS:164 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+82 | SEQ: 65500 | POS:165 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+83 | SEQ: 65501 | POS:166 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+84 | SEQ: 65502 | POS:167 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+85 | SEQ: 65503 | POS:168 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+86 | SEQ: 65504 | POS:169 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+87 | SEQ: 65505 | POS:170 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+88 | SEQ: 65506 | POS:171 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+89 | SEQ: 65507 | POS:172 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+90 | SEQ: 65508 | POS:173 | [DEEP_PITY   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+91 | SEQ: 65509 | POS:174 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+92 | SEQ: 65510 | POS:175 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+93 | SEQ: 65511 | POS:176 | [R01_COMBO   ] | [accumula|accumula|attack  ]
    T+94 | SEQ: 65512 | POS:177 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+95 | SEQ: 65513 | POS:178 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+96 | SEQ: 65514 | POS:179 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T+97 | SEQ: 65515 | POS:180 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+98 | SEQ: 65516 | POS:181 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+99 | SEQ: 65517 | POS:182 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #037 | CurLen:  79 | Prev1: 182 | Prev2: 221 | Bets: 20 | Result: MISSED (NAT DUP)
    T-10 | SEQ: 65574 | POS: 57 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-09 | SEQ: 65575 | POS: 58 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-08 | SEQ: 65576 | POS: 59 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-07 | SEQ: 65577 | POS: 60 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-06 | SEQ: 65578 | POS: 61 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T-05 | SEQ: 65579 | POS: 62 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-04 | SEQ: 65580 | POS: 63 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 65581 | POS: 64 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 65582 | POS: 65 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T-01 | SEQ: 65583 | POS: 66 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65584 | POS: 67 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65585 | POS: 68 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+02 | SEQ: 65586 | POS: 69 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+03 | SEQ: 65587 | POS: 70 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 65588 | POS: 71 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+05 | SEQ: 65589 | POS: 72 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+06 | SEQ: 65590 | POS: 73 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+07 | SEQ: 65591 | POS: 74 | [V5_EARLY_S  ] | [attack  |attack  |coin    ]
    T+08 | SEQ: 65592 | POS: 75 | [V5_EARLY_S  ] | [attack  |attack  |coin    ] <--- *SUB-DUP*
    T+09 | SEQ: 65593 | POS: 76 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+10 | SEQ: 65594 | POS: 77 | [V5_EARLY_S  ] | [spins   |spins   |goldSack]
    T+11 | SEQ: 65595 | POS: 78 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+12 | SEQ: 65596 | POS: 79 | [V5_EARLY_S  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #038 | CurLen: 108 | Prev1:  79 | Prev2: 182 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65696 | POS:100 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 65697 | POS:101 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 65698 | POS:102 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 65699 | POS:103 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 65700 | POS:104 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+00 | SEQ: 65701 | POS:105 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 65702 | POS:106 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 65703 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 65704 | POS:108 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #039 | CurLen: 113 | Prev1: 108 | Prev2:  79 | Bets: 47 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 65761 | POS: 57 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 65762 | POS: 58 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 65763 | POS: 59 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T-02 | SEQ: 65764 | POS: 60 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 65765 | POS: 61 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 65766 | POS: 62 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 65767 | POS: 63 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T+02 | SEQ: 65768 | POS: 64 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 65769 | POS: 65 | [V5_STEAL_S  ] | [coin    |coin    |steal   ]
    T+04 | SEQ: 65770 | POS: 66 | [V5_STEAL_S  ] | [coin    |steal   |spins   ]
    T+05 | SEQ: 65771 | POS: 67 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 65772 | POS: 68 | [V5_STEAL_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+07 | SEQ: 65773 | POS: 69 | [V5_STEAL_S  ] | [steal   |steal   |goldSack]
    T+08 | SEQ: 65774 | POS: 70 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T+09 | SEQ: 65775 | POS: 71 | [V5_STEAL_S  ] | [attack  |spins   |goldSack]
    T+10 | SEQ: 65776 | POS: 72 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T+11 | SEQ: 65777 | POS: 73 | [V5_STEAL_S  ] | [attack  |shield  |goldSack]
    T+12 | SEQ: 65778 | POS: 74 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+13 | SEQ: 65779 | POS: 75 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T+14 | SEQ: 65780 | POS: 76 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T+15 | SEQ: 65781 | POS: 77 | [V5_STEAL_S  ] | [coin    |coin    |coin    ]
    T+16 | SEQ: 65782 | POS: 78 | [V5_STEAL_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+17 | SEQ: 65783 | POS: 79 | [V5_STEAL_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+18 | SEQ: 65784 | POS: 80 | [V5_STEAL_S  ] | [attack  |attack  |coin    ]
    T+19 | SEQ: 65785 | POS: 81 | [V5_STEAL_S  ] | [steal   |steal   |goldSack]
    T+20 | SEQ: 65786 | POS: 82 | [V5_STEAL_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+21 | SEQ: 65787 | POS: 83 | [V5_STEAL_S  ] | [coin    |coin    |steal   ]
    T+22 | SEQ: 65788 | POS: 84 | [V5_STEAL_S  ] | [attack  |attack  |coin    ]
    T+23 | SEQ: 65789 | POS: 85 | [V5_STEAL_S  ] | [attack  |spins   |goldSack]
    T+24 | SEQ: 65790 | POS: 86 | [V5_EARLY_S  ] | [shield  |goldSack|goldSack]
    T+25 | SEQ: 65791 | POS: 87 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 65792 | POS: 88 | [V5_STEAL_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+27 | SEQ: 65793 | POS: 89 | [V5_STEAL_S  ] | [coin    |spins   |spins   ]
    T+28 | SEQ: 65794 | POS: 90 | [V5_STEAL_S  ] | [attack  |attack  |goldSack]
    T+29 | SEQ: 65795 | POS: 91 | [V5_STEAL_S  ] | [goldSack|goldSack|goldSack]
    T+30 | SEQ: 65796 | POS: 92 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+31 | SEQ: 65797 | POS: 93 | [V5_EARLY_S  ] | [attack  |coin    |steal   ]
    T+32 | SEQ: 65798 | POS: 94 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T+33 | SEQ: 65799 | POS: 95 | [V5_EARLY_S  ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+34 | SEQ: 65800 | POS: 96 | [V5_STEAL_S  ] | [accumula|accumula|coin    ]
    T+35 | SEQ: 65801 | POS: 97 | [V5_STEAL_S  ] | [attack  |coin    |coin    ]
    T+36 | SEQ: 65802 | POS: 98 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+37 | SEQ: 65803 | POS: 99 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+38 | SEQ: 65804 | POS:100 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+39 | SEQ: 65805 | POS:101 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+40 | SEQ: 65806 | POS:102 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T+41 | SEQ: 65807 | POS:103 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+42 | SEQ: 65808 | POS:104 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+43 | SEQ: 65809 | POS:105 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T+44 | SEQ: 65810 | POS:106 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+45 | SEQ: 65811 | POS:107 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+46 | SEQ: 65812 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+47 | SEQ: 65813 | POS:109 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+48 | SEQ: 65814 | POS:110 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+49 | SEQ: 65815 | POS:111 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+50 | SEQ: 65816 | POS:112 | [   WAITING  ] | [attack  |attack  |goldSack] <--- *SUB-DUP*
    T+51 | SEQ: 65817 | POS:113 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------
