=== HIGH CATCH PUSH TRACE: AHMED ===

========================================================================================================================
 TARGET: ACCUMULATION
========================================================================================================================

E0 | Gap #004 | Len:  55 | Result: MISSED
    T+40 | SEQ: 46615 | POS: 41 | [WAITING] | [steal   |spins   |goldSack]
    T+122 | SEQ: 47443 | POS:227 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+123 | SEQ: 47444 | POS:228 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+124 | SEQ: 47445 | POS:229 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+125 | SEQ: 47446 | POS:230 | [BASE_100    ] | [coin    |shield  |shield  ] <--- [ HIGH BET $$$ ]
    T+126 | SEQ: 47447 | POS:231 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+127 | SEQ: 47448 | POS:232 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+128 | SEQ: 47449 | POS:233 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+129 | SEQ: 47450 | POS:234 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+130 | SEQ: 47451 | POS:235 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+131 | SEQ: 47452 | POS:236 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+132 | SEQ: 47453 | POS:237 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+133 | SEQ: 47454 | POS:238 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+134 | SEQ: 47455 | POS:239 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+135 | SEQ: 47456 | POS:240 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+136 | SEQ: 47457 | POS:241 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+137 | SEQ: 47458 | POS:242 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+138 | SEQ: 47459 | POS:243 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+139 | SEQ: 47460 | POS:244 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+140 | SEQ: 47461 | POS:245 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+141 | SEQ: 47462 | POS:246 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+142 | SEQ: 47463 | POS:247 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+143 | SEQ: 47464 | POS:248 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+144 | SEQ: 47465 | POS:249 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+145 | SEQ: 47466 | POS:250 | [BASE_100    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+146 | SEQ: 47467 | POS:251 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+147 | SEQ: 47468 | POS:252 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+148 | SEQ: 47469 | POS:253 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+149 | SEQ: 47470 | POS:254 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+150 | SEQ: 47471 | POS:255 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+151 | SEQ: 47472 | POS:256 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+152 | SEQ: 47473 | POS:257 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+153 | SEQ: 47474 | POS:258 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+154 | SEQ: 47475 | POS:259 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+155 | SEQ: 47476 | POS:260 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+156 | SEQ: 47477 | POS:261 | [BASE_100    ] | [coin    |steal   |spins   ]
    T+157 | SEQ: 47478 | POS:262 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+158 | SEQ: 47479 | POS:263 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+159 | SEQ: 47480 | POS:264 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+160 | SEQ: 47481 | POS:265 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+161 | SEQ: 47482 | POS:266 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+162 | SEQ: 47483 | POS:267 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- [ HIGH BET $$$ ]
    T+163 | SEQ: 47484 | POS:268 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+164 | SEQ: 47485 | POS:269 | [BASE_100    ] | [shield  |goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+165 | SEQ: 47486 | POS:270 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+166 | SEQ: 47487 | POS:271 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+167 | SEQ: 47488 | POS:272 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+168 | SEQ: 47489 | POS:273 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+169 | SEQ: 47490 | POS:274 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+170 | SEQ: 47491 | POS:275 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+171 | SEQ: 47492 | POS:276 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+172 | SEQ: 47493 | POS:277 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+173 | SEQ: 47494 | POS:278 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+174 | SEQ: 47495 | POS:279 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+175 | SEQ: 47496 | POS:280 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+176 | SEQ: 47497 | POS:281 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+177 | SEQ: 47498 | POS:282 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+178 | SEQ: 47499 | POS:283 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+179 | SEQ: 47500 | POS:284 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+180 | SEQ: 47501 | POS:285 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD) (REEL DUP!)
    T+181 | SEQ: 47502 | POS:286 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD) (REEL DUP!)
    T+182 | SEQ: 47503 | POS:287 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+183 | SEQ: 47504 | POS:288 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+184 | SEQ: 47505 | POS:289 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+185 | SEQ: 47506 | POS:290 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+186 | SEQ: 47507 | POS:291 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+187 | SEQ: 47508 | POS:292 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+188 | SEQ: 47509 | POS:293 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+189 | SEQ: 47510 | POS:294 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+190 | SEQ: 47511 | POS:295 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+191 | SEQ: 47512 | POS:296 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+192 | SEQ: 47513 | POS:297 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+193 | SEQ: 47514 | POS:298 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+194 | SEQ: 47515 | POS:299 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+195 | SEQ: 47516 | POS:300 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+196 | SEQ: 47517 | POS:301 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+197 | SEQ: 47518 | POS:302 | [BASE_100    ] | [coin    |shield  |shield  ] <--- [ HIGH BET $$$ ]
    T+198 | SEQ: 47519 | POS:303 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+199 | SEQ: 47520 | POS:304 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+200 | SEQ: 47521 | POS:305 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+201 | SEQ: 47522 | POS:306 | [BASE_100    ] | [coin    |steal   |spins   ]
    T+202 | SEQ: 47523 | POS:307 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+203 | SEQ: 47524 | POS:308 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+204 | SEQ: 47525 | POS:309 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+205 | SEQ: 47526 | POS:310 | [BASE_100    ] | [spins   |spins   |spins   ] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #011 | Len: 314 | Result: FAIL
    T-05 | SEQ: 47684 | POS:158 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 47685 | POS:159 | [BASE_100    ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 47686 | POS:160 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T-02 | SEQ: 47687 | POS:161 | [BASE_100    ] | [attack  |coin    |coin    ]
    T-01 | SEQ: 47688 | POS:162 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 47689 | POS:163 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 47690 | POS:164 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+02 | SEQ: 47691 | POS:165 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 47692 | POS:166 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+04 | SEQ: 47693 | POS:167 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 47694 | POS:168 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+06 | SEQ: 47695 | POS:169 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 47696 | POS:170 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+08 | SEQ: 47697 | POS:171 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+09 | SEQ: 47698 | POS:172 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 47699 | POS:173 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 47700 | POS:174 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 47701 | POS:175 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 47702 | POS:176 | [BASE_100    ] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 47703 | POS:177 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 47704 | POS:178 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 47705 | POS:179 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 47706 | POS:180 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 47707 | POS:181 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 47708 | POS:182 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+20 | SEQ: 47709 | POS:183 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+21 | SEQ: 47710 | POS:184 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+22 | SEQ: 47711 | POS:185 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+23 | SEQ: 47712 | POS:186 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 47713 | POS:187 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 47714 | POS:188 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+26 | SEQ: 47715 | POS:189 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+27 | SEQ: 47716 | POS:190 | [BASE_100    ] | [shield  |goldSack|goldSack]
    T+28 | SEQ: 47717 | POS:191 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+29 | SEQ: 47718 | POS:192 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 47719 | POS:193 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+31 | SEQ: 47720 | POS:194 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+32 | SEQ: 47721 | POS:195 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+33 | SEQ: 47722 | POS:196 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+34 | SEQ: 47723 | POS:197 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+35 | SEQ: 47724 | POS:198 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+36 | SEQ: 47725 | POS:199 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+37 | SEQ: 47726 | POS:200 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+38 | SEQ: 47727 | POS:201 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+39 | SEQ: 47728 | POS:202 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+40 | SEQ: 47729 | POS:203 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+41 | SEQ: 47730 | POS:204 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+42 | SEQ: 47731 | POS:205 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+43 | SEQ: 47732 | POS:206 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+44 | SEQ: 47733 | POS:207 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+45 | SEQ: 47734 | POS:208 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+46 | SEQ: 47735 | POS:209 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+47 | SEQ: 47736 | POS:210 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+48 | SEQ: 47737 | POS:211 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+49 | SEQ: 47738 | POS:212 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+50 | SEQ: 47739 | POS:213 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+51 | SEQ: 47740 | POS:214 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+52 | SEQ: 47741 | POS:215 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+53 | SEQ: 47742 | POS:216 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+54 | SEQ: 47743 | POS:217 | [BASE_100    ] | [attack  |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+55 | SEQ: 47744 | POS:218 | [BASE_100    ] | [attack  |shield  |goldSack] <--- [ HIGH BET $$$ ]
    T+56 | SEQ: 47745 | POS:219 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+57 | SEQ: 47746 | POS:220 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+58 | SEQ: 47747 | POS:221 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+59 | SEQ: 47748 | POS:222 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+60 | SEQ: 47749 | POS:223 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+61 | SEQ: 47750 | POS:224 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+62 | SEQ: 47751 | POS:225 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+63 | SEQ: 47752 | POS:226 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+64 | SEQ: 47753 | POS:227 | [BASE_100    ] | [shield  |goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+65 | SEQ: 47754 | POS:228 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+66 | SEQ: 47755 | POS:229 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+67 | SEQ: 47756 | POS:230 | [BASE_100    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION] (CD)
    T+68 | SEQ: 47757 | POS:231 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+69 | SEQ: 47758 | POS:232 | [BASE_100    ] | [coin    |steal   |spins   ]
    T+70 | SEQ: 47759 | POS:233 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+71 | SEQ: 47760 | POS:234 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+72 | SEQ: 47761 | POS:235 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+73 | SEQ: 47762 | POS:236 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+74 | SEQ: 47763 | POS:237 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+75 | SEQ: 47764 | POS:238 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+76 | SEQ: 47765 | POS:239 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+77 | SEQ: 47766 | POS:240 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+78 | SEQ: 47767 | POS:241 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+79 | SEQ: 47768 | POS:242 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+80 | SEQ: 47769 | POS:243 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+81 | SEQ: 47770 | POS:244 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+82 | SEQ: 47771 | POS:245 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+83 | SEQ: 47772 | POS:246 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+84 | SEQ: 47773 | POS:247 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+85 | SEQ: 47774 | POS:248 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+86 | SEQ: 47775 | POS:249 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+87 | SEQ: 47776 | POS:250 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+88 | SEQ: 47777 | POS:  1 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- [ HIGH BET $$$ ]
    T+89 | SEQ: 47778 | POS:  2 | [WAITING] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+90 | SEQ: 47779 | POS:  3 | [WAITING] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+91 | SEQ: 47780 | POS:  4 | [WAITING] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+92 | SEQ: 47781 | POS:  5 | [WAITING] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+93 | SEQ: 47782 | POS:  6 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+94 | SEQ: 47783 | POS:  7 | [WAITING] | [accumula|goldSack|goldSack]
    T+95 | SEQ: 47784 | POS:  1 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+96 | SEQ: 47785 | POS:  2 | [WAITING] | [accumula|accumula|coin    ]
    T+97 | SEQ: 47786 | POS:  3 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL] <--- [ HIGH BET $$$ ]
    T+98 | SEQ: 47787 | POS:  4 | [WAITING] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+99 | SEQ: 47788 | POS:  5 | [WAITING] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+100 | SEQ: 47789 | POS:  6 | [WAITING] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+101 | SEQ: 47790 | POS:  7 | [WAITING] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+102 | SEQ: 47791 | POS:  8 | [WAITING] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+103 | SEQ: 47792 | POS:  9 | [WAITING] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+104 | SEQ: 47793 | POS: 10 | [WAITING] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+105 | SEQ: 47794 | POS: 11 | [WAITING] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+106 | SEQ: 47795 | POS: 12 | [WAITING] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+107 | SEQ: 47796 | POS: 13 | [WAITING] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+108 | SEQ: 47797 | POS: 14 | [WAITING] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+109 | SEQ: 47798 | POS: 15 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+110 | SEQ: 47799 | POS: 16 | [WAITING] | [coin    |steal   |spins   ]
    T+111 | SEQ: 47800 | POS: 17 | [WAITING] | [attack  |coin    |shield  ]
    T+112 | SEQ: 47801 | POS: 18 | [WAITING] | [attack  |coin    |coin    ]
    T+113 | SEQ: 47802 | POS: 19 | [WAITING] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+114 | SEQ: 47803 | POS: 20 | [WAITING] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+115 | SEQ: 47804 | POS: 21 | [WAITING] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+116 | SEQ: 47805 | POS: 22 | [WAITING] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+117 | SEQ: 47806 | POS: 23 | [WAITING] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+118 | SEQ: 47807 | POS: 24 | [WAITING] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+119 | SEQ: 47808 | POS: 25 | [WAITING] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+120 | SEQ: 47809 | POS: 26 | [WAITING] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+121 | SEQ: 47810 | POS: 27 | [WAITING] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+122 | SEQ: 47811 | POS: 28 | [WAITING] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+123 | SEQ: 47812 | POS: 29 | [WAITING] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+124 | SEQ: 47813 | POS: 30 | [WAITING] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+125 | SEQ: 47814 | POS: 31 | [WAITING] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+126 | SEQ: 47815 | POS: 32 | [WAITING] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+127 | SEQ: 47816 | POS: 33 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+128 | SEQ: 47817 | POS: 34 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+129 | SEQ: 47818 | POS: 35 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+130 | SEQ: 47819 | POS: 36 | [WAITING] | [goldSack|goldSack|goldSack]
    T+131 | SEQ: 47820 | POS: 37 | [WAITING] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+132 | SEQ: 47821 | POS: 38 | [WAITING] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+133 | SEQ: 47822 | POS: 39 | [WAITING] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+134 | SEQ: 47823 | POS: 40 | [WAITING] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+135 | SEQ: 47824 | POS: 41 | [WAITING] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+136 | SEQ: 47825 | POS: 42 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+137 | SEQ: 47826 | POS: 43 | [WAITING] | [accumula|goldSack|goldSack]
    T+138 | SEQ: 47827 | POS: 44 | [WAITING] | [goldSack|goldSack|goldSack]
