=== MASTER TRACE: NICK ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #000 | CurLen:  51 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 60977 | POS: 70 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+13 | SEQ: 65949 | POS:132 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+14 | SEQ: 65950 | POS:133 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+15 | SEQ: 65951 | POS:134 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+16 | SEQ: 65952 | POS:135 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+17 | SEQ: 65953 | POS:136 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+18 | SEQ: 65954 | POS:137 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+19 | SEQ: 65955 | POS:138 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+20 | SEQ: 65956 | POS:139 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+21 | SEQ: 65957 | POS:140 | [R01_COMBO   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+22 | SEQ: 65958 | POS:141 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+23 | SEQ: 65959 | POS:142 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+24 | SEQ: 65960 | POS:143 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+25 | SEQ: 65961 | POS:144 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 65962 | POS:145 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+27 | SEQ: 65963 | POS:146 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+28 | SEQ: 65964 | POS:147 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+29 | SEQ: 65965 | POS:148 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+30 | SEQ: 65966 | POS:149 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+31 | SEQ: 65967 | POS:150 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+32 | SEQ: 65968 | POS:151 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+33 | SEQ: 65969 | POS:152 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+34 | SEQ: 65970 | POS:153 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+35 | SEQ: 65971 | POS:154 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+36 | SEQ: 65972 | POS:155 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+37 | SEQ: 65973 | POS:156 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+38 | SEQ: 65974 | POS:157 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+39 | SEQ: 65975 | POS:158 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #043 | CurLen: 119 | Prev1: 137 | Prev2: 119 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 66338 | POS:107 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 66339 | POS:108 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-03 | SEQ: 66340 | POS:109 | [   WAITING  ] | [steal   |steal   |goldSack]
    T-02 | SEQ: 66341 | POS:110 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 66342 | POS:111 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 66343 | POS:112 | [   WAITING  ] | [attack  |coin    |coin    ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 66344 | POS:113 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+02 | SEQ: 66345 | POS:114 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 66346 | POS:115 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+04 | SEQ: 66347 | POS:116 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+05 | SEQ: 66348 | POS:117 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+06 | SEQ: 66349 | POS:118 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+07 | SEQ: 66350 | POS:119 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #044 | CurLen: 127 | Prev1: 119 | Prev2: 137 | Result: CLEAN CATCH
    T-14 | SEQ: 66457 | POS:107 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 66458 | POS:108 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-12 | SEQ: 66459 | POS:109 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-11 | SEQ: 66460 | POS:110 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-10 | SEQ: 66461 | POS:111 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-09 | SEQ: 66462 | POS:112 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T-08 | SEQ: 66463 | POS:113 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-07 | SEQ: 66464 | POS:114 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T-06 | SEQ: 66465 | POS:115 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T-05 | SEQ: 66466 | POS:116 | [R01_COMBO   ] | [steal   |steal   |goldSack]
    T-04 | SEQ: 66467 | POS:117 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T-03 | SEQ: 66468 | POS:118 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-02 | SEQ: 66469 | POS:119 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 66470 | POS:120 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+00 | SEQ: 66471 | POS:121 | [R01_COMBO   ] | [coin    |coin    |coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 66472 | POS:122 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T+02 | SEQ: 66473 | POS:123 | [R01_COMBO   ] | [steal   |steal   |goldSack]
    T+03 | SEQ: 66474 | POS:124 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 66475 | POS:125 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+05 | SEQ: 66476 | POS:126 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 66477 | POS:127 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #045 | CurLen: 146 | Prev1: 127 | Prev2: 119 | Result: CLEAN CATCH
    T-37 | SEQ: 66584 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-36 | SEQ: 66585 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-35 | SEQ: 66586 | POS:109 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-34 | SEQ: 66587 | POS:110 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-33 | SEQ: 66588 | POS:111 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-32 | SEQ: 66589 | POS:112 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-31 | SEQ: 66590 | POS:113 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-30 | SEQ: 66591 | POS:114 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-29 | SEQ: 66592 | POS:115 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-28 | SEQ: 66593 | POS:116 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-27 | SEQ: 66594 | POS:117 | [R01_COMBO   ] | [accumula|accumula|attack  ]
    T-26 | SEQ: 66595 | POS:118 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-25 | SEQ: 66596 | POS:119 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-24 | SEQ: 66597 | POS:120 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-23 | SEQ: 66598 | POS:121 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-22 | SEQ: 66599 | POS:122 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-21 | SEQ: 66600 | POS:123 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-20 | SEQ: 66601 | POS:124 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-19 | SEQ: 66602 | POS:125 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-18 | SEQ: 66603 | POS:126 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-17 | SEQ: 66604 | POS:127 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-16 | SEQ: 66605 | POS:128 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-15 | SEQ: 66606 | POS:129 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-14 | SEQ: 66607 | POS:130 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 66608 | POS:131 | [V5_STEAL_M  ] | [coin    |steal   |steal   ]
    T-12 | SEQ: 66609 | POS:132 | [V5_STEAL_M  ] | [attack  |spins   |goldSack]
    T-11 | SEQ: 66610 | POS:133 | [V5_STEAL_M  ] | [coin    |steal   |steal   ]
    T-10 | SEQ: 66611 | POS:134 | [V5_STEAL_M  ] | [coin    |coin    |steal   ]
    T-09 | SEQ: 66612 | POS:135 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T-08 | SEQ: 66613 | POS:136 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T-07 | SEQ: 66614 | POS:137 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T-06 | SEQ: 66615 | POS:138 | [V5_STEAL_M  ] | [attack  |attack  |attack  ]
    T-05 | SEQ: 66616 | POS:139 | [V5_STEAL_M  ] | [coin    |steal   |spins   ]
    T-04 | SEQ: 66617 | POS:140 | [V5_STEAL_M  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 66618 | POS:141 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 66619 | POS:142 | [V5_STEAL_M  ] | [steal   |steal   |steal   ]
    T-01 | SEQ: 66620 | POS:143 | [V5_STEAL_M  ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 66621 | POS:144 | [V5_STEAL_M  ] | [coin    |steal   |spins   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 66622 | POS:145 | [V5_STEAL_M  ] | [attack  |coin    |coin    ]
    T+02 | SEQ: 66623 | POS:146 | [V5_STEAL_M  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

####################################################################################################
 TARGET: SPINS
####################################################################################################

Gap #000 | CurLen:  29 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 60960 | POS: 53 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 60961 | POS: 54 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-03 | SEQ: 60962 | POS: 55 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 60963 | POS: 56 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-01 | SEQ: 60964 | POS: 57 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 60965 | POS: 58 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 60966 | POS: 59 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+02 | SEQ: 60967 | POS: 60 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 60968 | POS: 61 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 60969 | POS: 62 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #001 | CurLen:   7 | Prev1:  62 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-04 | SEQ: 60970 | POS:  1 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 60971 | POS:  2 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-02 | SEQ: 60972 | POS:  3 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-01 | SEQ: 60973 | POS:  4 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 60974 | POS:  5 | [   WAITING  ] | [attack  |attack  |attack  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 60975 | POS:  6 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 60976 | POS:  7 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #005 | CurLen: 126 | Prev1:  12 | Prev2:  39 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 61200 | POS:120 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-04 | SEQ: 61201 | POS:121 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-03 | SEQ: 61202 | POS:122 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-02 | SEQ: 61203 | POS:123 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 61204 | POS:124 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+00 | SEQ: 61205 | POS:125 | [   WAITING  ] | [goldSack|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 61206 | POS:126 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #006 | CurLen:  95 | Prev1: 126 | Prev2:  12 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 61293 | POS: 87 | [   WAITING  ] | [attack  |coin    |shield  ]
    T-04 | SEQ: 61294 | POS: 88 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 61295 | POS: 89 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 61296 | POS: 90 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-01 | SEQ: 61297 | POS: 91 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 61298 | POS: 92 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 61299 | POS: 93 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 61300 | POS: 94 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+03 | SEQ: 61301 | POS: 95 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #008 | CurLen:  71 | Prev1:  44 | Prev2:  95 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 61409 | POS: 64 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 61410 | POS: 65 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 61411 | POS: 66 | [   WAITING  ] | [accumula|accumula|attack  ]
    T-02 | SEQ: 61412 | POS: 67 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-01 | SEQ: 61413 | POS: 68 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+00 | SEQ: 61414 | POS: 69 | [   WAITING  ] | [shield  |shield  |shield  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 61415 | POS: 70 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+02 | SEQ: 61416 | POS: 71 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #009 | CurLen:  13 | Prev1:  71 | Prev2:  44 | Result: MISSED (NAT DUP)
    T-04 | SEQ: 61417 | POS:  1 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 61418 | POS:  2 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-02 | SEQ: 61419 | POS:  3 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 61420 | POS:  4 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+00 | SEQ: 61421 | POS:  5 | [   WAITING  ] | [coin    |coin    |coin    ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 61422 | POS:  6 | [   WAITING  ] | [spins   |spins   |goldSack]
    T+02 | SEQ: 61423 | POS:  7 | [   WAITING  ] | [spins   |spins   |goldSack]
    T+03 | SEQ: 61424 | POS:  8 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+04 | SEQ: 61425 | POS:  9 | [   WAITING  ] | [attack  |coin    |spins   ]
    T+05 | SEQ: 61426 | POS: 10 | [   WAITING  ] | [accumula|accumula|goldSack]
    T+06 | SEQ: 61427 | POS: 11 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+07 | SEQ: 61428 | POS: 12 | [   WAITING  ] | [attack  |coin    |spins   ]
    T+08 | SEQ: 61429 | POS: 13 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #014 | CurLen: 134 | Prev1:  29 | Prev2:  37 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 61855 | POS:122 | [   WAITING  ] | [attack  |coin    |shield  ]
    T-04 | SEQ: 61856 | POS:123 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 61857 | POS:124 | [SPN_SNIPER  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 61858 | POS:125 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 61859 | POS:126 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 61860 | POS:127 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 61861 | POS:128 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+02 | SEQ: 61862 | POS:129 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+03 | SEQ: 61863 | POS:130 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+04 | SEQ: 61864 | POS:131 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+05 | SEQ: 61865 | POS:132 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+06 | SEQ: 61866 | POS:133 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 61867 | POS:134 | [SPN_SNIPER  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #015 | CurLen: 111 | Prev1: 134 | Prev2:  29 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 61965 | POS: 98 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-04 | SEQ: 61966 | POS: 99 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-03 | SEQ: 61967 | POS:100 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-02 | SEQ: 61968 | POS:101 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 61969 | POS:102 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+00 | SEQ: 61970 | POS:103 | [   WAITING  ] | [goldSack|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 61971 | POS:104 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 61972 | POS:105 | [   WAITING  ] | [coin    |steal   |shield  ]
    T+03 | SEQ: 61973 | POS:106 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 61974 | POS:107 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 61975 | POS:108 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+06 | SEQ: 61976 | POS:109 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 61977 | POS:110 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 61978 | POS:111 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #017 | CurLen:  79 | Prev1:  47 | Prev2: 111 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 62092 | POS: 67 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-04 | SEQ: 62093 | POS: 68 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 62094 | POS: 69 | [   WAITING  ] | [attack  |coin    |spins   ]
    T-02 | SEQ: 62095 | POS: 70 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-01 | SEQ: 62096 | POS: 71 | [   WAITING  ] | [attack  |coin    |spins   ]
    T+00 | SEQ: 62097 | POS: 72 | [   WAITING  ] | [attack  |coin    |spins   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 62098 | POS: 73 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 62099 | POS: 74 | [   WAITING  ] | [attack  |coin    |spins   ]
    T+03 | SEQ: 62100 | POS: 75 | [   WAITING  ] | [attack  |coin    |spins   ]
    T+04 | SEQ: 62101 | POS: 76 | [   WAITING  ] | [attack  |coin    |spins   ]
    T+05 | SEQ: 62102 | POS: 77 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+06 | SEQ: 62103 | POS: 78 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 62104 | POS: 79 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #022 | CurLen: 140 | Prev1:  54 | Prev2:  60 | Result: LATE HIT
    T-12 | SEQ: 62549 | POS:117 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-11 | SEQ: 62550 | POS:118 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-10 | SEQ: 62551 | POS:119 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-09 | SEQ: 62552 | POS:120 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 62553 | POS:121 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 62554 | POS:122 | [SPN_SNIPER  ] | [coin    |steal   |spins   ]
    T-06 | SEQ: 62555 | POS:123 | [SPN_SNIPER  ] | [shield  |goldSack|goldSack]
    T-05 | SEQ: 62556 | POS:124 | [SPN_SNIPER  ] | [coin    |steal   |spins   ]
    T-04 | SEQ: 62557 | POS:125 | [SPN_SNIPER  ] | [coin    |spins   |spins   ]
    T-03 | SEQ: 62558 | POS:126 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 62559 | POS:127 | [SPN_SNIPER  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 62560 | POS:128 | [SPN_SNIPER  ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 62561 | POS:129 | [SPN_SNIPER  ] | [coin    |steal   |spins   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 62562 | POS:130 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 62563 | POS:131 | [SPN_SNIPER  ] | [coin    |steal   |steal   ]
    T+03 | SEQ: 62564 | POS:132 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T+04 | SEQ: 62565 | POS:133 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 62566 | POS:134 | [SPN_SNIPER  ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 62567 | POS:135 | [SPN_SNIPER  ] | [coin    |shield  |shield  ]
    T+07 | SEQ: 62568 | POS:136 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 62569 | POS:137 | [SPN_SNIPER  ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 62570 | POS:138 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T+10 | SEQ: 62571 | POS:139 | [SPN_SNIPER  ] | [coin    |coin    |spins   ]
    T+11 | SEQ: 62572 | POS:140 | [SPN_SNIPER  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #023 | CurLen: 173 | Prev1: 140 | Prev2:  54 | Result: MISSED (NAT DUP)
    T-04 | SEQ: 62719 | POS:147 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-03 | SEQ: 62720 | POS:148 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-02 | SEQ: 62721 | POS:149 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-01 | SEQ: 62722 | POS:150 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 62723 | POS:151 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 62724 | POS:152 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+02 | SEQ: 62725 | POS:153 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 62726 | POS:154 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+04 | SEQ: 62727 | POS:155 | [SPN_PITY    ] | [steal   |spins   |goldSack]
